Syndrome_id,SYMBOL
Syndrome 5,ZNF850
Syndrome 5,ZNF852
Syndrome 5,ZNF853
Syndrome 5,ZNF860
Syndrome 5,ZNF862
Syndrome 5,ZNF865
Syndrome 5,ZNF875
Syndrome 5,ZNF878
Syndrome 5,ZNF879
Syndrome 5,ZNF880
Syndrome 5,ZNF90
Syndrome 5,ZNF92
Syndrome 5,ZNF93
Syndrome 5,ZNF98
Syndrome 5,ZNF99
Syndrome 5,ZRSR2P1
Syndrome 5,ZSCAN1
Syndrome 5,ZSCAN10
Syndrome 5,ZSCAN12
Syndrome 5,ZSCAN16
Syndrome 5,ZSCAN18
Syndrome 5,ZSCAN2
Syndrome 5,ZSCAN21
Syndrome 5,ZSCAN22
Syndrome 5,ZSCAN23
Syndrome 5,ZSCAN25
Syndrome 5,ZSCAN29
Syndrome 5,ZSCAN30
Syndrome 5,ZSCAN31
Syndrome 5,ZSCAN32
Syndrome 5,ZSCAN4
Syndrome 5,ZSCAN5A
Syndrome 5,ZSCAN5B
Syndrome 5,ZSCAN5C
Syndrome 5,ZSCAN9
Syndrome 5,ZXDA
Syndrome 5,ZXDB
Syndrome 5,ZXDC
