Ingredient_id,Target_name
HBIN011579,CALM3
HBIN011579,ESR2
HBIN011579,IGHG1
HBIN011579,NOS2
HBIN011579,PRSS1
HBIN011579,PTGS2
HBIN011579,NCOA1
HBIN011579,NCOA2
HBIN011579,CCNA2
HBIN011579,ESR1
HBIN011579,DPP4
HBIN011579,PIM1
HBIN011579,PPARG
HBIN011579,MAPK14
HBIN011579,CHEK1
HBIN011579,F7
HBIN011726,PTGS2
HBIN011726,ACHE
HBIN011726,GABRA1
HBIN011726,NCOA2
HBIN011726,AR
HBIN011726,PRSS1
HBIN011726,DPP4
HBIN011726,CA2
HBIN011726,PIM1
HBIN011726,ESR1
HBIN011769,PRSS1
HBIN011828,EGFR
HBIN011828,ESR1
HBIN011828,KCNH2
HBIN011828,PTGS2
HBIN011828,F7
HBIN011828,PPARG
HBIN011828,CCNA2
HBIN011828,ESR2
HBIN011828,GSK3B
HBIN011828,MAPK14
HBIN011828,PRSS1
HBIN011828,PIM1
HBIN011903,ACHE
HBIN011903,CA2
HBIN011903,NR3C1
HBIN011903,IGHG1
HBIN011903,NR3C2
HBIN011903,PGR
HBIN011903,RXRA
HBIN011903,GABRA1
HBIN011903,ESR1
HBIN011903,PRSS1
HBIN011903,DPP4
HBIN011903,AR
HBIN012570,PTGS2
HBIN012570,GSK3B
HBIN012570,AR
HBIN012570,DPP4
HBIN012570,CDK2
HBIN012570,ESR1
HBIN012570,MAPK14
HBIN012570,CA2
HBIN012570,PRSS1
HBIN012570,NOS2
HBIN012570,DPEP1
