ADA
DCLRE1B
TTC28
MORC4
ASB6
TTF2
GTF2F1
TNKS1BP1
FOXO4
FDXR
HMCES
ZBED1
CPLANE1
DCAF13
C18orf21
ORC2
MRPL30
PLCD3
MAP3K4
ARID3B
ARHGAP21
PIMREG
ERF
CEP112
ZBTB5
MTFR1
CISD3
POLR3GL
ZBTB4
HEMK1
ZNF764
KDM2B
AGAP3
XRCC3
SCGB1A1
SCGB1D4
ARSK
CNTNAP3
SCARB1
ADAM9
CD109
LNPEP
PRUNE1
EGFR
CNNM1
RNF130
BACE1
C6orf120
NAALAD2
SLC48A1
NME2
SNN
TES
MTDH
SF3B3
RSRC1
SNRPGP15
DDX46
ZNF830
GCFC2
ISY1
GPATCH11
TXNL4B
SNRPF
LSM2
SNRNP40
ZG16B
SNRNP48
LSM1
GPBP1L1
RBM22
SPINK2
IDE
UBR1
PMPCA
PMPCB
DMAC2L
UBR2
DCAF15
RSPRY1
PDP2
NUDT8
LAMA3
MINPP1
PLXNA2
HTRA1
CERCAM
DCAF10
SPINK7
HSPA9
BIRC2
ARMC8
MAEA
UBB
LYPD1
SRP9
TRMT6
TRMT61A
EDA
RAD18
ARIH1
GCC2
KLHL23
PLXDC2
SYCE3
PRDM6
COPS2
SCLT1
HOMER1
COPS4
CENPE
EXOC4
HAUS5
SASS6
ZWINT
CUL2
RUNX1T1
CBFA2T2
NIN
COPS6
COPS7B
CEP164
TRIM24
HAUS3
KIZ
HAUS2
HAUS4
CENPH
RB1CC1
COG6
HOOK3
MAP3K15
OCIAD1
OMA1
SNAP29
HAUS6
HAUS8
KIFC3
YIPF3
CNTRL
VPS53
RER1
COPS7A
SAPCD2
PEX11B
UFM1
ACTR1B
DCTN3
ACTR10
UQCRFS1
TUBB
UQCRC1
DCTN5
DCTN6
LINC01587
MTR
CLTCL1
DGKH
CEP43
SEPTIN10
KIF11
CUL4B
DIRAS1
RIC8B
UBA6
SPG11
UCKL1
APAF1
RELA
HAUS7
RALGAPB
UHRF1BP1
MAP2K1
SHPK
CCL22
TSEN2
YTHDF1
DPP8
DSTYK
GLS
CHD1L
KDM4A
DDX19B
EME1
MET
FGFR4
SEPHS2
FAM118B
OAF
CCL4
PEX14
AMZ2
CCL5
GPD1L
UBAC1
AK4
NTMT1
SPATA20
C4A
ACYP2
OGA
BCS1L
CARM1
APOA2
TMEM131L
EMC1
STEAP3
SCCPDH
PLXNB2
ELMOD2
GNPAT
TMEM39A
CHST10
QRSL1
TMEM259
PCYOX1
GDE1
TIMM8A
PAQR4
ERCC6L
RAVER2
TACC3
ATP23
SPATA5L1
C22orf39
FAM210B
ARNT
MICU2
ZNF282
LAMTOR4
FNIP2
BLOC1S2
BLOC1S1
BORCS5
BORCS7
KXD1
SNAPIN
FLCN
CCL19
SUSD1
TXNDC15
MIS18A
RB1
EIF4EBP3
KLHL18
HMGN1
XPC
H2AX
PARP2
RSF1
NDUFB3
NDUFA8
PLAC9
SRPRA
TENM3
GDPD1
ABHD12
ATP2B4
MACO1
FBXO11
EFNB1
GPD2
SSNA1
RAC3
ZFPL1
MPZL1
EMC6
S100A2
CAMSAP3
MTFR1L
CEP57
POLR1E
RGPD8
RNASEL
TFAP4
SATB1
ARVCF
ZNF518B
MTMR4
MTMR3
SDHAF3
CENPO
BRSK1
BRSK2
HOXB9
HOXD10
HOXA10
HOXA9
HOXC9
HOXC10
TARS3
FEM1B
KIF23
TCEAL8
KLC1
KLC3
KLC4
MRPS26
IFT81
RECQL4
GOLGA3
SKA2
WDR76
ZNF655
PXDN
MOCS3
MUS81
DENND4A
CDC6
CDCA2
ADAR
PTPN14
UIMC1
POLR2M
EFR3A
TTK
ARFGAP3
DDX52
ICA1
TIGD1
ARID4B
GCAT
S100A4
NES
MLLT1
DHX35
THAP11
GRB10
RPRD1B
CEP295
NCAPG
ARID3A
ANLN
SHPRH
MRPS27
KIF5B
GOLPH3
MRTFA
HOXC11
HOXA11
HOXD11
CEBPB
BRD8
CKAP5
FAM193B
ENKD1
FRAT2
CEP57L1
KMT2D
LRRC41
SOX5
L3MBTL3
MYC
SLAIN1
MTBP
RNF169
FAM117B
NUMB
ARL15
VCPIP1
ABCD1
POLRMT
PPP2R2C
TSNARE1
TRMT1L
MCM10
SGO1
MCM3AP
RBFA
SHB
UBE2Q1
ARHGAP17
PPM1B
C21orf91
JADE3
PTPN13
EHBP1
TDRD7
ZNF518A
SYNE1
RAI1
NDUFB9
KIAA1958
CCDC122
PRR14
SAMD1
CDCA8
KAT7
CDC42
NSL1
PPP2CA
BIRC5
PCM1
SH3GL1
DHX34
FAAP100
PSMC3IP
NMT2
HELLS
CCDC12
RHBDF2
C1orf50
MORF4L1
CEP350
EFL1
USP54
PAX3
KMT2B
KIF16B
FBF1
POU3F3
POU3F2
POU3F1
CCDC28A
SETD9
TBC1D23
BEX2
ZBED4
SIK2
TSPYL4
TEAD1
OIP5
FOXC1
COPS5
MTMR1
SFR1
ZFPM2
C10orf88
MAML1
PALB2
PICK1
WAC
PCIF1
XPA
HTT
MBIP
POU4F1
GOLM1
CEP44
STIL
PAXX
UBA5
C3orf33
SLAIN2
ARHGEF11
ARHGAP19
PROX1
LATS1
HASPIN
INO80E
PLEKHA7
SPATS2
MICAL3
MRPL42
MCPH1
PPP1R37
TBC1D30
MRGBP
FOXRED1
AKIRIN2
KIF22
C15orf39
PDF
BLOC1S5
PAX6
BLOC1S3
SIX4
POLR1G
MTMR2
KIF20A
TROAP
BEX3
AHR
MRM1
RNF187
MATN2
S100P
LARP4
FAM133B
HNRNPM
RNF20
RNF40
IQCB1
WNK3
WNK1
WNK2
KNL1
HOXC6
HOXB6
HOXA5
UTRN
SRGAP2
HEY1
INA
NEFM
NEFL
SNAPC4
LMO7
ARMC9
SNAPC1
CIC
MDM1
RAB11FIP2
RRP7A
BCOR
FAM161A
NOSIP
FSIP1
MATR3
NEK1
BEX5
SUPT6H
PINX1
ZMYND8
FBXO9
PNPLA8
MOGS
DBF4
PMF1
INCENP
MAP3K6
CDK5RAP3
LYRM4
UHRF1
ODF2L
WDR33
DOCK7
DPF2
ZNHIT6
KIF1C
SESTD1
PPM1E
AZI2
EP300
ADGRB3
ADGRB2
C1orf198
BRAF
TEAD3
EIF2AK4
ATXN1L
LRCH3
ATXN1
POLR3G
RALY
ZNHIT2
HMBOX1
C8orf34
RABGEF1
GATC
CFAP410
TCHP
UQCC2
RAB11FIP3
PRORP
KCTD15
KCTD1
TIPIN
MRFAP1
LRCH2
HOXA3
KIF18A
APEX2
FAAP20
CEP192
SNAPC3
BEX1
AARSD1
TRAF6
SPANXN4
RBBP7
USP7
MCMBP
MAPK1
MAPK3
UBE2R2
GINS1
DUSP3
PBK
PTPRS
MAPK12
HDHD2
METTL3
FTO
CAPN2
DHPS
SNX1
PRKCI
MAPK9
MAPK8
ACOT9
FAM120B
MTMR14
DCUN1D1
CAPNS1
FLAD1
GINS3
PAK2
TXNL1
MAPK14
PLCG1
LANCL2
ASB3
CARNMT1
WAPL
DCAF16
SSU72
RIOX2
SNX27
MAN2B2
PNPO
ATG3
HNRNPLL
INTS9
POLD2
JMJD4
APOC2
RNF166
APOE
BGLAP
SEH1L
GRN
P3H2
POC1A
KCNE1
SLC7A3
SFXN3
MYADM
SLC4A7
MTFP1
PIK3CB
SERPINE2
TM9SF3
SLC25A24
FAM241A
GPR89A
INTS7
LSM3
RUVBL1
FARP1
ALDH1A3
TNFAIP1
KCTD13
KCTD10
BTBD9
PCYT1A
MRPS36
MYCBP
ALG13
SELENOO
NDUFB1
NDUFS5
SBSN
CASP14
SERPINB4
ALOXE3
GSDMA
NDUFB7
ND1
LORICRIN
TMEM126B
CAPNS2
KPRP
PAGE4
TNKS2
TNKS
PCBD1
BBS1
GPCPD1
TADA2A
PTPDC1
PF4V1
ATG9A
PRM2
RBM27
RBM26
PSME3
PHF10
ZFP91
YY1AP1
ZNF579
LUC7L
RRP12
IPO5
ZNF638
RBM23
NRDC
UBE2O
LSM14B
LTV1
TSR1
PRRC2A
FIZ1
PSME3IP1
CHCHD2
FAF1
JUN
ZNF593
NLE1
NOB1
ZNF444
YTHDC2
POP1
URB2
PRPF4B
DDX50
ZNF768
ZKSCAN8
ZNF184
ZNF107
ZNF397
FLT1
ZNF483
ZNF317
ZNF354A
ZNF708
ZNF445
ZNF616
ZNF845
ZNF624
ZNF791
ZNF70
ZNF629
DDX55
SRPK1
DKC1
PDCD11
STAU2
SRP72
ZSCAN25
NOL8
DDX10
PATZ1
RPL29
URB1
SCAF1
SRRM1
NVL
DNTTIP2
TTF1
SURF6
PAK1IP1
RRP15
GTPBP10
PUM3
NOL10
ZCCHC7
DHX8
CENPQ
NOC2L
RPL36AL
BMS1
ZNF777
ABT1
TEX10
TUT7
CHD3
RSL24D1
DDX54
MOV10
CENPU
CENPI
ZBTB41
CENPC
HERC5
ZBTB24
NTN1
ZNF646
ZNF668
NSUN4
TAF1D
NKTR
SDAD1
SRP68
BOP1
CENPT
NSD1
DDX51
AKAP17A
KMT2A
SPATS2L
GZF1
TAF1B
ZNF16
TFB1M
SREK1
TOPORS
TSPYL2
TRIM56
IMP4
SPTY2D1
ZNF689
ZNF48
LAMTOR1
LAMTOR3
RPL11
COL2A1
RPL7
GNL3
LIN28B
RPL35
TRIM41
MRPL18
S100A14
UMPS
MYH14
GOLGA2
VPS11
SPATA5
DIAPH3
VPS39
GAN
MYL12A
RCBTB1
RCBTB2
UBE3A
HSBP1
TTC21B
ZFHX4
DPYSL4
GAK
CRBN
S100A7
SPANXB1
SNX5
PAPSS2
SPANXD
SPANXA2
HMGCS1
SUMO3
INPPL1
SUMO2
SMIM21
COA3
SLC9A1
SNX25
CXCL2
COX16
CXCL1
CXCL3
DAP
MAN2C1
DNAL4
TUBB4B
IPP
CAP1
CAMK2B
CAMK2G
ELP3
BRCC3
CCS
WDR91
KLHL26
ATP5IF1
CYTH2
NBR1
GUCY2C
ERH
DROSHA
CORO2A
ZNF597
MPHOSPH8
ZNF200
OSBPL6
SRSF8
SMC6
GLRX
LTF
HPRT1
CCDC18
H4C9
MACROH2A2
EHMT1
EHMT2
H2BC17
H2AC11
CBX5
WIZ
HMGA1
WDR89
UBN2
VRK3
ANAPC16
BUB3
ATP5PF
PEX13
SLC35F1
REEP2
CXCL14
RBM14-RBM4
CTNNBL1
TRPM3
CXCL5
FBLN2
TMEM131
OLFM2
AMD1
A2ML1
TRAF3IP2
EIF1B
RTL8B
PCBP3
GTF2A2
CUEDC2
PCBP4
H2AB1
BAG1
RAB15
H2AB3
LARP7
YBX2
H1-10
SUPT16H
LIG3
RPS10
ZNF121
RPL3
UPF1
H1-6
PPM1G
H2BC12
NOP16
RPL26L1
KRI1
SSRP1
H2AC21
ZCCHC3
YBEY
NKRF
LBR
CTCF
MRPS25
RRP9
CETN2
ZC3H8
ZBTB48
APOBEC3F
ZNF275
ZBTB11
SENP3
H1-0
ZFX
DHRS2
CDK13
MRPL13
PELP1
GADD45GIP1
MRPS28
CCDC71L
MRPS18C
RPS26P11
PAIP2B
ZNF335
INS
HLA-C
COL14A1
PRSS12
COL6A1
LAMA5
ST3GAL6
PXYLP1
SULF2
LINGO1
ADAMTS2
SEMA3C
SULF1
MIF
PDHX
PDK3
DLAT
PDHB
PDHA1
SEC22A
BCAT1
MRPL53
FAM32A
MSMB
BMP1
PLXNA1
ZNF696
ZNF146
LRP11
NPC2
NTAQ1
DCAF6
PLAT
TIMP3
SLIT2
DNPEP
UTP4
WNT5A
ARF6
TSEN15
SEMA6A
ADAM11
ST3GAL4
CHST3
VCAN
NDUFA7
NDUFAF2
NDUFB2
NDUFV3
ARSA
FAM185A
C12orf75
ND2
PAGE2B
CRMP1
PATE1
BIRC6
ATRN
INSR
HLA-B
ECE1
GLG1
M6PR
MRC2
CRELD2
CTSF
PDHA2
ITGB5
MANBA
MGRN1
ADAM21
SMOC1
CPE
JAG2
NLGN2
PHF5A
PDCD7
DDX42
VPS35L
RNPC3
CHERP
RBM7
U2SURP
SNRNP25
POLR3K
PRKAB1
PRKAB2
POLR2H
URI1
PRKAA1
TAL2
TCF3
MPC1
ASS1
TBCA
MICAL1
TCL1A
TXLNG
METAP1
KLHL42
PGP
R3HDM1
KLHL24
TMEM141
UBA52
TMEM218
TMEM231
GOLPH3L
EMC9
REEP6
TXNDC8
ANKRD13A
POTEKP
MIEN1
CCK
CDK2AP1
TBL1XR1
TBL1X
HDAC3
CHCHD5
CCDC51
CISD1
PDLIM7
WDR45
COX6A1
DNAJC6
DHRS4
COX2
ATP6V1G1
MTA3
DMXL2
ATP6V1G2
KYAT3
POLR2I
CCL16
MKNK1
USP9Y
CDKN2AIPNL
XRN2
SPTB
CGA
LAMC1
SMAD2
EIF2AK3
PPT2
TRAPPC9
ERO1B
TRAPPC10
ERLEC1
TRAPPC2
FN1
FPGS
MTM1
RNF114
TRIO
H2AP
PTPRK
CLASP2
CLASP1
USP24
TARBP1
ATM
GHDC
NCAPH
LETM1
DNAAF5
FAM114A2
MTARC1
CISD2
PPP3R1
PLAA
KNTC1
METTL16
OTULIN
MTCH2
RAB5A
COPS8
LRRC45
MTOR
PDSS2
PSME2
ADGRL3
XPO6
AP1G2
NCEH1
MAVS
NCAPD2
RDH14
MBLAC2
MRS2
TKFC
PGS1
PTPMT1
PARP16
PPOX
ZFYVE26
C19orf25
VPS18
DNAJC19
GHRL
STK36
CORO7
RAMAC
NAGK
GABARAPL1
RAB11B
SIRT5
NECAP2
WDCP
MAP1LC3A
DCP1B
SBDS
BORCS8
BRCA2
ALMS1
IREB2
KIAA0100
MLF1
TP73
EXPH5
WDR54
MTPN
SCLY
FARSB
DDX59
MINDY3
RECQL
DIS3
CYRIB
CMAS
PALLD
CAPZB
GMPS
CAPZA2
MSH3
DNAJC2
UBLCP1
NT5C3B
TIGAR
MCTS1
LRRC40
CTH
ACSF3
GLDC
CASP6
GNB1L
MPP2
EFHD2
ZC3HAV1L
ADSL
METTL2B
DGUOK
NADK2
IBA57
SHC1
HDHD3
BOLA3
BET1
EEA1
FAM234B
TBC1D15
USE1
GOSR1
STX6
NAPG
RINT1
VTI1A
STX3
VAMP7
VTI1B
VAMP8
NDUFC2
NDUFV2
TIMMDC1
NDUFB8
ANKRD40
METAP1D
NACC1
NDUFB6
TACC1
GIT2
ROCK2
SPIN2B
ARHGEF6
MLLT10
C8orf33
DES
RAB11FIP5
NCOR2
ZNF320
TMEM263
RRM2B
WDR45B
SWAP70
LENG8
TBCE
SPX
TBC1D1
TBC1D4
ART5
ACAA1
LRFN1
GRPEL2
ERI3
PLXNA3
CLN5
NMD3
NCOA1
BTD
CDKN2C
NELFA
ECEL1
CAMKMT
HSD17B8
TRIM65
TDP2
RABEP2
C19orf48
UBR5
SLC66A1L
POTEE
ASRGL1
TTC9C
TMEM243
CD47
LINC02872
PDSS1
PREPL
HSPA14
FBXW5
LAMTOR5
C15orf40
CLIC2
C16orf91
DEFB118
THOP1
IFITM1
NCAM1
FUNDC2
RRAGC
PSME1
LTBP1
SLC38A9
TMEM245
MRFAP1L1
NPAT
CDC27
MYO9A
ZNF865
EIF4G3
GPR50
ATP12A
WDR26
CENPF
CEP97
ZNF564
AP1S1
CHUK
IKBKB
PLEKHA5
CAMSAP1
DENND5A
PDZD11
ZC3H3
ZNF30
ZNF268
HERC2
KIF2C
ZNF783
